identifier,version,Node ID,Revision ID,Revision Count,humanCodingScheme,P1 Notation,P2 Notation,P3 Notation,P4 Notation,P5 Notation,P6 Notation,P7 Notation,P8 Notation,P9 Notation,P1 Label,P2 Label,P3 Label,P4 Label,P5 Label,P6 Label,P7 Label,P8 Label,P9 Label,Statement Type,Education Level,Code,Label,fullstatement,concept keywords,Narrative,Notes,Statement Origin,ACT Original,Citations Text,Item Codes,Aligned CCSS/NGSS,Statement Tags,Order,Item Taxonomy Codes,Reporting Categories,Statement Subtype,Progression Group Number,Progression Group Label,Progression Group Level,Begin Grade,Errors and Misconceptions Text,Progression Citations,Errors Citations,Evidence Narrative,Passage/Stimulus Characteristics,Task Content Characteristics,Response and Interaction Characteristics,Key Non-targeted Constructs,Allowed Additional Skill Targets,Construct-Relevant Vocabulary,Vocabulary to Avoid,Task Narrative,Depth of Knowledge,Item Type,Available Tools,Specific Accessibility Concerns,Task Model Variables,Passage/Stimulus Specification,Common Errors and Misconceptions,Stem Requirements,Key and Distractor Requirements,Technology-Enhanced Interation Guidelines,Task Model Notes,Example items (codes or filenames),Example items (HTML),Rubric and Scoring Rules,Item Authoring Tips,Common Item Authoring Problems
dbf092b7-7989-413f-91a7-870d203cfea6,2016-09-06 T12:54,77131,78304,1,H.A.MATH.OAF.EX.AE.L3.4,H,A,MATH,OAF,EX,AE,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Expressions,Algebraic Expressions,Level 3 - Simplify expressions with rational coefficients and exponents,,,P,7;,,,Expand linear expressions with rational coefficients,,,,,0,"Baek, 2008; Bastable & Schifter, 2008; Blanton, 2008; Fujii & Stephens, 2003; Kieran, 1985",,7.EE.1,,4,,,Achievement KSAO,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ef63624-6ba2-4c6f-9252-70c5be136c98,2016-09-06 T12:54,77133,78306,1,H.A.MATH.OAF.EX.AE.L3.5,H,A,MATH,OAF,EX,AE,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Expressions,Algebraic Expressions,Level 3 - Simplify expressions with rational coefficients and exponents,,,K,7;,,,Understand that equivalent expressions can illustrate how the quantities in them are related.,,,,,0,"Baek, 2008; Bastable & Schifter, 2008; Blanton, 2008; Fujii & Stephens, 2003; Kieran, 1985",,7.EE.2,,5,,,Achievement KSAO,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740a383c-57ab-42ba-ba8e-02a11388b2f9,2016-09-06 T12:54,77135,78308,1,H.A.MATH.OAF.EX.AE.L3.6,H,A,MATH,OAF,EX,AE,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Expressions,Algebraic Expressions,Level 3 - Simplify expressions with rational coefficients and exponents,,,MP,7;,,,Simplify numeric and algebraic expressions using the rules of exponents,,,,,0,"Baek, 2008; Bastable & Schifter, 2008; Blanton, 2008; Fujii & Stephens, 2003; Kieran, 1985",,7.EE.2,,6,,,Achievement KSAO,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96246006-f07a-403c-9887-a731450e659f,2016-09-06 T12:54,75181,76354,1,H.A.MATH.OAF.FC.FB,H,A,MATH,OAF,FC,,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,,,,,MCB,,FB,Function Behavior,"finding and interpreting rules of patterns, graphs, and measures such as domain, range, and increasing/decreasing intervals.",,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446bcda-81c3-4323-be96-e3cb7feb4fac,2016-09-06 T12:54,75186,76359,1,H.A.MATH.OAF.FC.CM,H,A,MATH,OAF,FC,,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,,,,,MCB,,CM,Computations and Manipulations,"transforming and inverting functions, simplifying function combinations, and solving systems between and within function families.",,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtmann, 2005; Zazkis, Liljedahl & Gadowsky, 2003; Moschkovich, Schoenfeld & Arcavi, 1993; Breidenbach et al., 1992",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f9d3a5c-3830-4d35-b637-19a1bfb7f8d4,2016-09-06 T12:54,75190,76363,1,H.A.MATH.OAF.FC.SIPL,H,A,MATH,OAF,FC,,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,,,,,MCB,,SIPL,"Slopes, Intercepts, and Points on a Line","understanding and manipulating linear equations, using slopes, intercepts, and points, as well as transforming between various forms (e.g. point-slope, slope-intercept)",,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba5545e4-1b65-4a8b-894a-43a53dc5d2c1,2016-09-06 T12:54,75182,76355,1,H.A.MATH.OAF.FC.FB.L1,H,A,MATH,OAF,FC,FB,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,,,,LC,,L1,Level 1,Generate and identify rules of patterns,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ea1fa1-40bd-4386-842e-6d921891433a,2016-09-06 T12:54,75183,76356,1,H.A.MATH.OAF.FC.FB.L2,H,A,MATH,OAF,FC,FB,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,,,,LC,,L2,Level 2,Understand how a function is defined,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564671d-d636-4bc6-809b-06e94371b072,2016-09-06 T12:54,75184,76357,1,H.A.MATH.OAF.FC.FB.L3,H,A,MATH,OAF,FC,FB,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,,,,LC,,L3,Level 3,Graph functions and interpret their characteristics,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5194e76-c4bb-4647-b8ce-d519afeb0005,2016-09-06 T12:54,75185,76358,1,H.A.MATH.OAF.FC.FB.L4,H,A,MATH,OAF,FC,FB,,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,,,,LC,,L4,Level 4,"Translate between different representations of linear relationships: graphs, equations, sets of ordered pairs, verbal descriptions, and tables",,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b075828-80cb-47d0-89b8-365d62a4a8f4,2016-09-06 T12:54,77137,78310,1,H.A.MATH.OAF.FC.FB.L1.1,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,4;,,,Complete a picture pattern,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,4.OA.5,,1,,,Achievement KSAO,1,Patterns and Graphing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed9db0c9-d9fc-4b1f-979d-af5828684b5c,2016-09-06 T12:54,77139,78312,1,H.A.MATH.OAF.FC.FB.L1.2,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,4;,,,Complete a number pattern,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,4.OA.5,,2,,,Achievement KSAO,1,Patterns and Graphing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc2bd1e6-d9e4-40e0-a47d-de422dcbbd4d,2016-09-06 T12:54,77141,78314,1,H.A.MATH.OAF.FC.FB.L1.3,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,4;,,,Repeat picture and number patterns,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,4.OA.5,,3,,,Achievement KSAO,1,Patterns and Graphing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19853e2b-4276-4c0a-a85e-c3d5996d578a,2016-09-06 T12:54,77143,78316,1,H.A.MATH.OAF.FC.FB.L1.4,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,4;,,,Extend picture and number patterns,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,4.OA.5,,4,,,Achievement KSAO,1,Patterns and Graphing,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39892962-2964-41da-aba0-20e376bed38a,2016-09-06 T12:54,77145,78318,1,H.A.MATH.OAF.FC.FB.L1.5,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,K,5;,,,Identify the relationship between terms of a pattern,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,4.OA.5,,5,,,Achievement KSAO,1,Patterns and Graphing,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499e34b-e2ee-4d42-bd83-36420c2cb8c1,2016-09-06 T12:54,77147,78320,1,H.A.MATH.OAF.FC.FB.L1.6,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,Determine the rule of a number pattern,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.OA.3,,6,,,Achievement KSAO,1,Patterns and Graphing,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2109c8a-c89a-4582-aff1-e2a660507cb8,2016-09-06 T12:54,77149,78322,1,H.A.MATH.OAF.FC.FB.L1.7,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,Generate a set of ordered pairs using a rule,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.OA.3,,7,,,Achievement KSAO,1,Patterns and Graphing,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85f65596-6a8e-448c-b8c2-6b6256062651,2016-09-06 T12:54,77151,78324,1,H.A.MATH.OAF.FC.FB.L1.8,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,"Identify the rule of a pattern, given a list of ordered pairs",,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.OA.3,,8,,,Achievement KSAO,1,Patterns and Graphing,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58f97b6c-984c-4739-b616-97fa71023c2a,2016-09-06 T12:54,77153,78326,1,H.A.MATH.OAF.FC.FB.L1.9,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,Generate a set of ordered pairs using a pattern,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.OA.3,,9,,,Achievement KSAO,1,Patterns and Graphing,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec00b0b-8a5b-438d-9929-a7bf1427b22a,2016-09-06 T12:54,77155,78328,1,H.A.MATH.OAF.FC.FB.L1.10,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,Graph ordered pairs,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.G.1,,10,,,Achievement KSAO,1,Patterns and Graphing,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852ed864-95e3-4a84-90c0-6e8772ccbeee,2016-09-06 T12:54,77157,78330,1,H.A.MATH.OAF.FC.FB.L1.11,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,MP,8;,,,Graph linear equations using ordered pairs,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,11,,,Achievement KSAO,1,Patterns and Graphing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df1d68d3-9bf3-473d-857b-76b762e46708,2016-09-06 T12:54,77159,78332,1,H.A.MATH.OAF.FC.FB.L1.12,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,5;,,,Generate ordered pairs or tables from a graph,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,5.OA.3,,12,,,Achievement KSAO,1,Patterns and Graphing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43f4212b-90ce-4007-86b5-118c16a2a08d,2016-09-06 T12:54,77161,78334,1,H.A.MATH.OAF.FC.FB.L1.13,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,6;,,,Represent a linear pattern using variables,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,13,,,Achievement KSAO,1,Patterns and Graphing,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fca0a278-2c26-4bed-9c34-e461980f6231,2016-09-06 T12:54,77163,78336,1,H.A.MATH.OAF.FC.FB.L1.14,H,A,MATH,OAF,FC,FB,L1,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 1 - Generate and identify rules of patterns,,,P,6;,,,Relate equations of patterns to graphs and tables,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,14,,,Achievement KSAO,1,Patterns and Graphing,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9cb92e5-3695-440e-aa39-eae6a402f858,2016-09-06 T12:54,77165,78338,1,H.A.MATH.OAF.FC.FB.L2.1,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,P,6;,,,Identify the algebraic relationship between two defined variables in a verbal expression,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,1,,,Achievement KSAO,1,Patterns and Graphing,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ed5817f-2aed-4f5c-8660-d0007a14758d,2016-09-06 T12:54,77167,78340,1,H.A.MATH.OAF.FC.FB.L2.2,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,MP,8;,,,Generate a linear function to model a relationship in two variables,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,2,,,Achievement KSAO,1,Patterns and Graphing,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba23086e-a8e9-406b-9770-2d971f34f1a3,2016-09-06 T12:54,77169,78342,1,H.A.MATH.OAF.FC.FB.L2.3,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,MP,8;,,,Interpret a graph to identify the relationship between two quantities,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,3,,,Achievement KSAO,1,Patterns and Graphing,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bba6fdc-2252-441a-8f05-3cf19ba7012c,2016-09-06 T12:54,77171,78344,1,H.A.MATH.OAF.FC.FB.L2.4,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,K,8;,,,Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,4,,,Achievement KSAO,1,Patterns and Graphing,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd0df7b3-ec64-4a7e-a245-c8330945b93e,2016-09-06 T12:54,77173,78346,1,H.A.MATH.OAF.FC.FB.L2.5,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,K,8;,,,Understand that a function is a relation from inputs to possible outputs with a 1 to 1 correspondence,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,5,,,Achievement KSAO,2,Understanding Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65d63385-9323-4cf4-a5eb-26f89c92be9c,2016-09-06 T12:54,77175,78348,1,H.A.MATH.OAF.FC.FB.L2.6,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,K,8;,,,Understand that a relation between two sets is a set of ordered pairs containing one object from each set,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,6,,,Achievement KSAO,2,Understanding Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72b39a6a-ad29-4c80-bfb4-f4961a4841b7,2016-09-06 T12:54,77177,78350,1,H.A.MATH.OAF.FC.FB.L2.7,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,MP,8;,,,Distinguish between functions and relations,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,7,,,Achievement KSAO,2,Understanding Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbabf5ca-d07d-4b20-a8b5-cd346573fd57,2016-09-06 T12:54,77179,78352,1,H.A.MATH.OAF.FC.FB.L2.8,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,P,8;,,,Identify functions and relations as linear or nonlinear.,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,8,,,Achievement KSAO,2,Understanding Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b64aa5ff-06c4-4e13-84eb-4a291a59ce8b,2016-09-06 T12:54,77181,78354,1,H.A.MATH.OAF.FC.FB.L2.9,H,A,MATH,OAF,FC,FB,L2,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 2 - Understand how a function is defined,,,K,9;,,,Identify the independent and dependent variables of relations and functions,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.1,,9,,,Achievement KSAO,3,"Domain , Range, and Intercepts",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7ca541c-bad7-4864-b695-535e45cca6b2,2016-09-06 T12:54,77183,78356,1,H.A.MATH.OAF.FC.FB.L3.1,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,8;,,,Generate examples of functions that are not linear,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.3,,1,,,Achievement KSAO,2,Understanding Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1580bb2-3684-49a3-a7b7-a026ce7c48c8,2016-09-06 T12:54,77185,78358,1,H.A.MATH.OAF.FC.FB.L3.2,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,8;,,,Graph a function from a table of values or ordered pairs,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,2,,,Achievement KSAO,2,Understanding Functions,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cacd984-e38e-4a15-9045-b5820ded9427,2016-09-06 T12:54,77187,78360,1,H.A.MATH.OAF.FC.FB.L3.3,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,8;,,,Graph a function from verbal description,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.4,,3,,,Achievement KSAO,2,Understanding Functions,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69ddf094-83bd-4759-b44c-3eeb308d1167,2016-09-06 T12:54,77189,78362,1,H.A.MATH.OAF.FC.FB.L3.4,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,MP,8;,,,Graph a function from its equation,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,8.F.2,,4,,,Achievement KSAO,2,Understanding Functions,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a495de1-d59d-415d-92af-2f2f82571d63,2016-09-06 T12:54,77191,78364,1,H.A.MATH.OAF.FC.FB.L3.5,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,9;,,,Interpret statements that use function notation in terms of a context.,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,F.IF.2,,5,,,Achievement KSAO,2,Understanding Functions,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c28ca1d-7959-47e0-80b3-406979bcc467,2016-09-06 T12:54,77193,78366,1,H.A.MATH.OAF.FC.FB.L3.6,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,8;,,,Understand that the domain of a function is the set of all input values,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,F.IF.1,,6,,,Achievement KSAO,3,"Domain , Range, and Intercepts",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9516c82-4564-4a04-b082-482e08a16064,2016-09-06 T12:54,77195,78368,1,H.A.MATH.OAF.FC.FB.L3.7,H,A,MATH,OAF,FC,FB,L3,,,Holistic Framework,Core Academics,Math,"Operations, Algebra, and Functions",Function Concepts,Function Behavior,Level 3 - Graph functions and interpret their characteristics,,,P,8;,,,Understand that the domain of a function is the set of all output values,,,,,0,"Schifter & Bastable, 2008; Carlson & Oehrtman, 2005; Moskoivch, Schoenfeld, & Arcavi, 1993; Breidenbach, Dubinsky, Hawks & Nichols, 1992",,F.IF.1,,7,,,Achievement KSAO,3,"Domain , Range, and Intercepts",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
