"Identifier","fullStatement","humanCodingScheme","IsRelatedTo","","","","","","","","","","","",""
"4d555cca-cb4b-476c-ad2c-e233182d7b75","Analyze how major sections contribute to the whole text and support understanding of a scientific or technical topic.","OLO.6-8.STT.9","CCSS.ELA-Literacy.RST.6-8.5","","","","","","","","","","","",""
"6752af5f-d3db-4dde-932f-d714d508ef4f","Science & Technology Text: Analyze the procedures in scientific and technical texts.","OLO.9-10.STT","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"2453e4cc-2122-4bc4-a05b-ab3dabe3be45","Cite specific textual evidence to support analysis of scientific and technical texts.","OLO.9-10.STT.1","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"77832f04-9dd0-4809-a14e-8eb02f013e41","Take into account those special cases or exceptions in a multistep procedure that scientific and technical texts present.","OLO.9-10.STT.10","CCSS.ELA-Literacy.RST.9-10.3","","","","","","","","","","","",""
"3ca436ce-f481-4bc2-afa8-0d9346fedd00","Analyze the structure of the relationships among concepts in texts on science and technology.","OLO.9-10.STT.11","CCSS.ELA-Literacy.RST.9-10.6","","","","","","","","","","","",""
"7a418afb-7889-4c0f-a3b9-3382435f5ed6","Analyze the purposes and questions of authors who are explaining scientific phenomena in a text.","OLO.9-10.STT.12","CCSS.ELA-Literacy.RST.9-10.6","","","","","","","","","","","",""
"9623a9f0-8b54-4dcb-a001-0f58b9eef1b2","Analyze the purposes and questions of authors who are describing technical procedures in a text.","OLO.9-10.STT.13","CCSS.ELA-Literacy.RST.9-10.6","","","","","","","","","","","",""
"6937c3f4-2cc3-4879-a5de-41da30c5903c","Analyze the purposes and their questions of authors who are discussing scientific experiments in a text.","OLO.9-10.STT.14","CCSS.ELA-Literacy.RST.9-10.6","","","","","","","","","","","",""
"cd08569c-45a5-4db0-a730-9e6d7e98f522","Assess how well the reasoning and evidence in scientific and technical texts support the claims of an author.","OLO.9-10.STT.15","CCSS.ELA-Literacy.RST.9-10.8","","","","","","","","","","","",""
"aaa93a1d-ba84-490c-9b3b-edbcc4db0664","Assess how well the reasoning and evidence in a text support the solution to scientific and technical problems recommended by an author.","OLO.9-10.STT.16","CCSS.ELA-Literacy.RST.9-10.8","","","","","","","","","","","",""
"19195bbc-e9de-4f1c-9704-ae27541b0725","Compare and contrast findings presented in science and technology texts to those from other sources of information.","OLO.9-10.STT.17","CCSS.ELA-Literacy.RST.9-10.9","","","","","","","","","","","",""
"b472088e-4b28-4210-a1b6-90d6e9444198","Distinguish among those text findings that support previous scientific and technical explanations from those that contradict them.","OLO.9-10.STT.18","CCSS.ELA-Literacy.RST.9-10.9","","","","","","","","","","","",""
"a37c9324-47bc-4fcf-9014-7e3c1337cbb8","Read and comprehend scientific technical texts in the grades 9-10 text complexity band independently and proficiently","OLO.9-10.STT.19","CCSS.ELA-Literacy.RST.9-10.10","","","","","","","","","","","",""
"3c42aade-c9ab-4a22-a73d-3c5548e69bcf","Determine the central ideas made in scientific and technical texts.","OLO.9-10.STT.2","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"d86ab26d-66ff-48dc-a854-cd911f270fd7","Determine the conclusions made in scientific and technical texts.","OLO.9-10.STT.3","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"b69bb655-0b2c-460d-823d-f8a8288f3d89","Trace explanations of complex processes in texts about science and technology.","OLO.9-10.STT.4","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"5a3fc354-8e35-4479-a4be-af0d3c5ecee9","Trace depictions of complex processes made in texts about science and technology.","OLO.9-10.STT.5","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"04b23c09-2bbc-439f-80db-f5ce76dbb9f8","Trace explanations of concepts and phenomena made in texts about science and technology.","OLO.9-10.STT.6","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"04a68ab6-7135-4dc8-9408-8907a6950df4","Trace depictions of concepts and phenomena made in texts about science and technology.","OLO.9-10.STT.7","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"f0971b19-65b5-48cf-8463-5ac07033c888","Provide an accurate summary of scientific and technical texts.","OLO.9-10.STT.8","CCSS.ELA-Literacy.RST.9-10.2","","","","","","","","","","","",""
"0152b236-1846-4647-8403-dfcf74d42e48","Follow precisely a complex multistep procedure presented in scientific and technical texts.","OLO.9-10.STT.9","CCSS.ELA-Literacy.RST.9-10.3","","","","","","","","","","","",""
"142b9486-451b-488f-a72c-2dc910e9a984","Science & Technology Vocabulary: Understand key scientific and technical terms.","OLO.11-12.STV","CCSS.ELA-Literacy.RST.11-12.4","","","","","","","","","","","",""
"b0330e33-b557-4294-bcfb-c7f1060b0db6","Determine the meaning of scientific symbols (e.g. symbols of elements, chemical formulae, units of measure)","OLO.11-12.STV.1","CCSS.ELA-Literacy.RST.11-12.4","","","","","","","","","","","",""
"f008e14f-6fc9-4085-bbd3-f1740a62e940","Determine and distinguish the meaning of common and scientific nomenclature. ( e.g. coyote vs. Canis Latrans)","OLO.11-12.STV.2","CCSS.ELA-Literacy.RST.11-12.4","","","","","","","","","","","",""
"f11d25c0-71f1-44f0-97a0-83ba0661c690","Determine the meaning of mathematical symbols as applied to scientific and technical texts.","OLO.11-12.STV.3","CCSS.ELA-Literacy.RST.11-12.4","","","","","","","","","","","",""
"86937d4f-dcb2-4d2d-ae45-7061d569b1c7","Determine the meaning of domain-specific terms and words used in scientific and technical topics and texts.","OLO.11-12.STV.4","CCSS.ELA-Literacy.RST.11-12.4","","","","","","","","","","","",""
"9ec849c6-9b56-4a4d-93de-bb8755372290","Use accurate, domain-specific terms of science and technology in a complex argument.","OLO.11-12.STV.5","CCSS.ELA.Literacy.WHST.1d","","","","","","","","","","","",""
"b5332319-7214-44c1-af47-d9f7f6015ec1","Use precise language that makes a complex topic in science or technology clear to the intended audience of a text.","OLO.11-12.STV.6","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"fac6023a-2173-47ed-a202-29a4cd002bfe","Use domain-specific vocabulary that can accurately represent a complex topic in science or technology to the intended audience of a text.","OLO.11-12.STV.7","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"1d755f87-1667-499e-8272-99530bef3940","Use figurative language and rhetorical devices (e.g.metaphor, simile, analogy, anaphora) that illustrate and clarify a complex topic in science or technology for an intended audience.","OLO.11-12.STV.8","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"33275fb5-bd79-4bb1-adf8-5d5daab0cc4f","Science & Technology Vocabulary: Acquire scientific and technical words and terms.","OLO.6-8.STV","CCSS.ELA-Literacy.RST.6-8.4","","","","","","","","","","","",""
"8386bdf2-fd8d-40f9-92f9-39caea9a2b41","Determine the meaning of scientific symbols (e.g. symbols of elements, chemical formulae, temperature, and measurements)","OLO.6-8.STV.1","CCSS.ELA-Literacy.RST.6-8.4","","","","","","","","","","","",""
"fa9fe90a-f9a0-4c21-ab0a-49efa2970596","Determine and distinguish the meaning of common and scientific nomenclature. ( e.g. coyote vs. Canis Latrans)","OLO.6-8.STV.2","CCSS.ELA-Literacy.RST.6-8.4","","","","","","","","","","","",""
"1353127c-72c5-4604-a998-e7252babb7c8","Determine the meaning of mathematical symbols as applied to scientific and technical texts.","OLO.6-8.STV.3","CCSS.ELA-Literacy.RST.6-8.4","","","","","","","","","","","",""
"5b5cfef2-ab3f-4387-90ab-cfcf97f7f7ef","Determine the meaning of domain-specific terms and words used in scientific and technical topics and texts.","OLO.6-8.STV.4","CCSS.ELA-Literacy.RST.6-8.4","","","","","","","","","","","",""
"bec75f42-c7ac-449f-84a9-484560d4ce47","Use words, phrases, and clauses to create cohesion in an argumentative text related to topics in science or technology.","OLO.6-8.STV.5","CCSS.ELA.Literacy.WHST.1c","","","","","","","","","","","",""
"768f7535-5095-4667-8b34-1f87c0aa220e","Use words, phrases, and clauses to clarify the relationships among claim(s), counterclaims, reasons, and evidence in an argumentative text related to topics in science or technology.","OLO.6-8.STV.6","CCSS.ELA.Literacy.WHST.1c","","","","","","","","","","","",""
"1fcc28a0-824a-464c-a7f2-546cbee03aa2","Use appropriate and varied transitions to clarify the relationships among ideas and concepts related to science or technology.","OLO.6-8.STV.7","CCSS.ELA.Literacy.WHST.2c","","","","","","","","","","","",""
"b45929b5-141f-42bb-9d9e-68400975b459","Science & Technology Vocabulary: Understand and acquire scientific terms.","OLO.9-10.STV","CCSS.ELA-Literacy.RST.9-10.4","","","","","","","","","","","",""
"d46149ee-1495-4527-936e-1f81f82b1830","Determine the meaning of scientific symbols (e.g. symbols of elements, chemical formulae, temperature, and measurements)","OLO.9-10.STV.1","CCSS.ELA-Literacy.RST.9-10.4","","","","","","","","","","","",""
"835fe3ce-f733-4aa8-b4c8-576142c1934f","Determine and distinguish the meaning of common and scientific nomenclature. ( e.g. coyote vs. Canis Latrans)","OLO.9-10.STV.2","CCSS.ELA-Literacy.RST.9-10.4","","","","","","","","","","","",""
"1ef0f79c-b845-4b81-938a-7c2601c84a7b","Determine the meaning of mathematical symbols as applied to scientific and technical texts.","OLO.9-10.STV.3","CCSS.ELA-Literacy.RST.9-10.4","","","","","","","","","","","",""
"a15b4631-c183-4dba-b348-b9f2b212cefa","Determine the meaning of domain-specific terms and words used for scientific and technical topics and texts.","OLO.9-10.STV.4","CCSS.ELA-Literacy.RST.9-10.4","","","","","","","","","","","",""
"6b7aa5b5-eef3-4989-921e-94a7c3c5caa3","Analyze the relationships among key technical and scientific terms in a text.","OLO.9-10.STV.5","CCSS.ELA-Literacy.RST.9-10.5","","","","","","","","","","","",""
"ddbd9448-6c73-4f87-aa0e-01b1d7430864","Use precise language that makes a complex topic in science or technology clear to the intended audience of a text.","OLO.9-10.STV.6","CCSS.ELA.Literacy.WHST.9-10.2d","","","","","","","","","","","",""
"867a1bfe-6eda-47d9-9959-78caa172e074","Use domain-specific vocabulary that can accurately represent a complex topic in science or technology to the intended audience.","OLO.9-10.STV.7","CCSS.ELA.Literacy.WHST.9-10.2d","","","","","","","","","","","",""
"5e5bb012-1f17-47c7-a9b2-cd98d8386c8f","Use words, phrases, and clauses to clarify the relationships among claim(s), counterclaims, reasons, and evidence in an argumentative text related to topics in science or technology.","OLO.9-10.STV.8","CCSS.ELA.Literacy.WHST.9-10.1c","","","","","","","","","","","",""
"4babb790-1317-444f-b246-1ed9d38607e2","Text Features: Recognize images and illustrations.","OLO.1-2.TF","CCSS.ELA-Literacy.RL.1.7","","","","","","","","","","","",""
"24c4dcbf-aa22-4ad3-b5e4-a2f0a23ed2a7","Use illustrations and details in a story to describe its characters.","OLO.1-2.TF.1","CCSS.ELA-Literacy.RL.1.7","","","","","","","","","","","",""
"42acd211-7835-41ea-ac42-d8cc0c5983bd","Use print text features to locate key details and information.","OLO.1-2.TF.10","CCSS.ELA-Literacy.RI.1.5,CCSS.ELA-Literacy.RI.2.5","","","","","","","","","","","",""
"74531ccd-3337-453c-a501-d693a9c0df66","Identify illustrations and pictures that give information about a text.","OLO.1-2.TF.11","CCSS.ELA-Literacy.RI.1.6","","","","","","","","","","","",""
"d231d1ff-5ae6-4457-ba90-acc8fa452b80","Distinguish between information from pictures or other illustrations and that from words in a text.","OLO.1-2.TF.12","CCSS.ELA-Literacy.RI.1.6","","","","","","","","","","","",""
"3b520e1d-087f-4949-9362-703b133055e9","Use illustrations in a text to describe its key details.","OLO.1-2.TF.13","CCSS.ELA-Literacy.RI.1.7","","","","","","","","","","","",""
"32dd5653-6ea4-456f-86ff-b8108aa181db","Recognize how an illustration or image describes a person, place, idea, or event in an informative text.","OLO.1-2.TF.14","CCSS.ELA-Literacy.RI.1.7","","","","","","","","","","","",""
"59235843-385c-4626-b865-f5db71280aa9","Explain how specific images contribute to the meaning of a text.","OLO.1-2.TF.15","CCSS.ELA-Literacy.RI.2.7","","","","","","","","","","","",""
"2f6196b0-9eb7-4a9a-95ff-80b95966ab8e","Use charts and diagrams to help understand information presented in an informative text.","OLO.1-2.TF.16","CCSS.ELA-Literacy.RI.2.7","","","","","","","","","","","",""
"3d0e648b-152c-4e74-951a-17853eb2fed8","Use illustrations and details in a story to describe its setting.","OLO.1-2.TF.2","CCSS.ELA-Literacy.RL.1.7","","","","","","","","","","","",""
"66840708-4a43-440d-b910-f5d4572aa494","Use illustrations and details in a story to describe events.","OLO.1-2.TF.3","CCSS.ELA-Literacy.RL.1.7","","","","","","","","","","","",""
"989e0a79-e98c-4485-848d-cc81664400fb","Connect illustrations to details in a story.","OLO.1-2.TF.4","CCSS.ELA-Literacy.RL.1.7","","","","","","","","","","","",""
"064b419f-58d5-4f57-9b02-9d93a1055552","Use information from illustrations and words in print to demonstrate understanding of the characters of a story.","OLO.1-2.TF.5","CCSS.ELA-Literacy.RL.2.7","","","","","","","","","","","",""
"137de300-b7d6-4a78-84a6-8116a8e8739b","Use information from illustrations and words in print to demonstrate understanding of the setting of a story.","OLO.1-2.TF.6","CCSS.ELA-Literacy.RL.2.7","","","","","","","","","","","",""
"374f12f5-dc8a-4d75-af1b-985ba8f9ed62","Use information from illustrations and words in print to demonstrate understanding of the events of a story.","OLO.1-2.TF.7","CCSS.ELA-Literacy.RL.2.7","","","","","","","","","","","",""
"18015a64-1bc2-4a5c-b573-bf9749c8c813","Identify print text features (e.g. captions, subheadings).","OLO.1-2.TF.8","CCSS.ELA-Literacy.RI.1.5,CCSS.ELA-Literacy.RI.2.5","","","","","","","","","","","",""
"30211272-e0d1-47e1-aff2-7a553e772130","Text Features: Analyze visual information and use multmedia. ","OLO.11-12.TF","CCSS.ELA-Literacy.RL.11-12.7","","","","","","","","","","","",""
"17531f12-4069-4c85-a41e-e95d97d85dbe","Analyze two or more interpretations of a narrative presented in diverse media and formats.","OLO.11-12.TF.1","CCSS.ELA-Literacy.RL.11-12.7","","","","","","","","","","","",""
"f829a8fb-2c85-48ef-985d-b47e84f4f16e","Analyze two or more interpretations of poetry presented in diverse media and formats.","OLO.11-12.TF.2","CCSS.ELA-Literacy.RL.11-12.7","","","","","","","","","","","",""
"646b46af-a7c8-4e2f-aec3-4fa482750aeb","Analyze two or more interpretations of a drama presented in diverse media and formats.","OLO.11-12.TF.3","CCSS.ELA-Literacy.RL.11-12.7","","","","","","","","","","","",""
"263cdb8a-ddc5-4dc8-bc86-dd98e7c850ad","Integrate two or more sources of information that are presented in several media and formats.","OLO.11-12.TF.4","CCSS.ELA-Literacy.RI.11-12.7","","","","","","","","","","","",""
"380b245e-732f-4ac8-9a78-86d2b4298d75","Respond to a question by synthesizing two or more sources presented in several media and formats.","OLO.11-12.TF.5","CCSS.ELA-Literacy.RI.11-12.7","","","","","","","","","","","",""
"51dd4bea-b44a-4d72-a51b-2f9496598cfc","Solve a problem by synthesizing two or more sources presented in several media and formats.","OLO.11-12.TF.6","CCSS.ELA-Literacy.RI.11-12.7","","","","","","","","","","","",""
"3dabf308-5fa8-4818-b703-e727de560733","Include formatting when useful to aiding comprehension.","OLO.11-12.TF.7","CCSS.ELA-Literacy.W.11-12.2a","","","","","","","","","","","",""
"e5843fde-85c7-4397-bfd5-0ec0555bcc37","Include graphics and multimedia when useful to aiding comprehension.","OLO.11-12.TF.8","CCSS.ELA-Literacy.W.11-12.2a","","","","","","","","","","","",""
"c340dc08-91ee-48d4-9d03-7d1ebbdbd2f4","Text Features: Interpret images, illustrations, and text features.","OLO.3-4.TF","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"e4f8833e-e6a4-402e-aa42-809f85232157","Recognize how the illustrations of a text contribute to the meaning of the words in a story.","OLO.3-4.TF.1","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"5ef2f3cf-7ee2-481e-bee2-4e168b14574d","Interpret information presented visually.","OLO.3-4.TF.10","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"5b63a50c-f696-4ad3-a247-28caee74393d","Interpret information presented orally.","OLO.3-4.TF.11","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"2333479f-b28a-4bd3-a30c-720513465f16","Interpret information presented quantitatively.","OLO.3-4.TF.12","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"5db26fda-9aaf-4277-abbe-d4fa67a6c95d","Explain how the visual information contributes to understanding the text.","OLO.3-4.TF.13","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"3f7c7e7c-998a-4562-ba52-a3eb15c6f173","Explain how the oral information contributes to understanding the text.","OLO.3-4.TF.14","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"39e7eb71-5e5c-4814-a443-054e02fc6f26","Explain how the quantitative information contributes to understanding the text.","OLO.3-4.TF.15","CCSS.ELA-Literacy.RI.4.7","","","","","","","","","","","",""
"2d0446e8-791b-4ef0-a03b-96190d60724a","Add illustrations as needed to clarify information in a text.","OLO.3-4.TF.16","CCSS.ELA-Literacy.W.3.2a,CCSS.ELA-Literacy.W.4.2a","","","","","","","","","","","",""
"7c9af549-3630-40a7-9391-727a46f75dc0","Add formatting (e.g., headings) as needed to clarify information in a text.","OLO.3-4.TF.17","CCSS.ELA-Literacy.W.4.2a","","","","","","","","","","","",""
"41709329-a254-46ab-afb8-fee1c6164c32","Add multimedia as needed to clarify information in a text.","OLO.3-4.TF.18","CCSS.ELA-Literacy.W.4.2a","","","","","","","","","","","",""
"e1a4ee6e-304b-422d-a221-e081d5479613","Make connections between the words of a story and a visual illustration of the text.","OLO.3-4.TF.2","CCSS.ELA-Literacy.RL.4.7","","","","","","","","","","","",""
"879aee4e-574b-4742-82a2-3ef6767cfe83","Explain how the illustrations of a text contribute to the meaning of words in a story.","OLO.3-4.TF.3","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"62078de6-2460-4647-b367-c2e0e0334da9","Explain how the illustrations of a text help to convey the mood of a story.","OLO.3-4.TF.4","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"596b5808-56ea-4e68-b075-810f9fbe35d1","Explain how the illustrations of a text emphasizes aspects of a character.","OLO.3-4.TF.5","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"d3d7bc4b-7894-4bad-ade5-8ed7ae9545f9","Explain how the illustrations of a text emphasizes aspects of the setting.","OLO.3-4.TF.6","CCSS.ELA-Literacy.RL.3.7","","","","","","","","","","","",""
"71f554f8-dc4a-4fc2-8ef0-5f1c0b5b8eec","Use text features to locate information on a given topic.","OLO.3-4.TF.7","CCSS.ELA-Literacy.RI.3.5","","","","","","","","","","","",""
"b6bb8de3-9ad0-4465-8df3-a13e0d1bfc4f","Use information from maps and their legends to demonstrate understanding of an informational or argumentative text.","OLO.3-4.TF.8","CCSS.ELA-Literacy.RI.3.7","","","","","","","","","","","",""
"565c7825-c32b-444f-b1d0-30ba038f293a","Use information from photographs and captions to demonstrate understanding of an informational or argumentative text.","OLO.3-4.TF.9","CCSS.ELA-Literacy.RI.3.7","","","","","","","","","","","",""
"565407fb-53f9-4fa8-977f-98fdeb3567be","Text Features: Analyze visual and multimedia text features.","OLO.5-6.TF","CCSS.ELA-Literacy.RL.5.7","","","","","","","","","","","",""
"08dde7bd-63f2-43ba-93b1-5ffa0949461c","Analyze how visual and multimedia elements contribute to the meaning of a literary text.","OLO.5-6.TF.1","CCSS.ELA-Literacy.RL.5.7","","","","","","","","","","","",""
"ac474c0e-e6c3-4006-8c33-cee188185bf6","Use visual information presented in different media and formats to explain an expository topic.","OLO.5-6.TF.10","CCSS.ELA-Literacy.RI.6.7","","","","","","","","","","","",""
"72a5a6a5-4e07-4bd2-a676-650a7d5e5b2d","Use quantitative information presented in different media and formats to explain an expository topic.","OLO.5-6.TF.11","CCSS.ELA-Literacy.RI.6.7","","","","","","","","","","","",""
"adcd601a-6f00-4f45-8918-3fdae72c54ad","Include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension of the topic.","OLO.5-6.TF.13","CCSS.ELA-Literacy.W.5.2a,CCSS.ELA-Literacy.W.6.2a","","","","","","","","","","","",""
"35a13b82-d311-4d8c-85b5-dfe1a1a14a82","Analyze how visual and multimedia elements contribute to the tone and style of a literary text.","OLO.5-6.TF.2","CCSS.ELA-Literacy.RL.5.7","","","","","","","","","","","",""
"ce6d1e71-b1c6-4818-be50-15f48bfde8b2","Compare and contrast the experience of reading a story to listening to or viewing an audio, video, or live version of the text.","OLO.5-6.TF.3","CCSS.ELA-Literacy.RL.6.7","","","","","","","","","","","",""
"5b4daafe-5787-48f7-a35a-239fc1ed20aa","Compare and contrast the experience of reading a drama to listening to or viewing an audio, video, or live version of the text.","OLO.5-6.TF.4","CCSS.ELA-Literacy.RL.6.7","","","","","","","","","","","",""
"bb05f51d-d0ce-42a2-8cee-7b19c2009250","Compare and contrast the experience of reading a poem to listening to or viewing an audio, video, or live version of the text.","OLO.5-6.TF.5","CCSS.ELA-Literacy.RL.6.7","","","","","","","","","","","",""
"39758159-c5ee-4b7b-888e-9844aede5b62","Draw on information from multiple print or digital sources to answer a question quickly.","OLO.5-6.TF.6","CCSS.ELA-Literacy.RI.5.7","","","","","","","","","","","",""
"b964cfab-5c66-4a9f-9e89-d02e0c02d766","Draw on information from multiple print or digital sources to solve a problem efficiently.","OLO.5-6.TF.7","CCSS.ELA-Literacy.RI.5.7","","","","","","","","","","","",""
"e1c16542-1f1c-4885-8ffa-74fa46d8f755","Interpret information presented quantitatively in expository, argumentative, or procedural texts.","OLO.5-6.TF.8","CCSS.ELA-Literacy.RI.5.7","","","","","","","","","","","",""
"51907342-7b84-49df-9bde-996343c3840c","Interpret information presented visually in expository, argumentative, or procedural texts.","OLO.5-6.TF.9","CCSS.ELA-Literacy.RI.5.7","","","","","","","","","","","",""
"930ea1b5-e8b9-4f89-9904-a76f6adfe329","Text Features: Evaluate visual information and multmedia. ","OLO.7-8.TF","CCSS.ELA-Literacy.RL.7.7","","","","","","","","","","","",""
"8f7928e8-75e9-44a0-badf-07f5acf23404","Compare and contrast a written story, drama, or poem to the sound effects and techniques used in its audio version.","OLO.7-8.TF.1","CCSS.ELA-Literacy.RL.7.7","","","","","","","","","","","",""
"e2ebe180-b6e9-4d53-b2b5-122a54bdbec3","Analyze the portrayal of expository, argumentative, or procedural texts by a certain medium.","OLO.7-8.TF.10","CCSS.ELA-Literacy.RI.7.7","","","","","","","","","","","",""
"4a10f8b4-d26a-4aab-a06a-50c50690bcae","Evaluate the advantages and disadvantages of using different mediums to portray expository, argumentative, or procedural texts.","OLO.7-8.TF.11","CCSS.ELA-Literacy.RI.8.7","","","","","","","","","","","",""
"ab8de355-e229-4d37-9e70-854eaeb60657","Compare and contrast a written story, drama, or poem to the effects of techniques used in its filmed version.","OLO.7-8.TF.2","CCSS.ELA-Literacy.RL.7.7","","","","","","","","","","","",""
"9977c357-2e8c-4168-be3b-1ed4b12b0976","Compare and contrast a written story or drama to its staged or filmed version.","OLO.7-8.TF.3","CCSS.ELA-Literacy.RL.7.7","","","","","","","","","","","",""
"2de950ce-d9b4-4d76-919a-f8bcb90c3e19","Analyze the effects of different media used in versions of written stories and dramas.","OLO.7-8.TF.4","CCSS.ELA-Literacy.RL.7.7","","","","","","","","","","","",""
"367b3750-b819-48cd-9260-9a8d3360105d","Analyze the extent to which a filmed production of a story or drama stays faithful to or departs from the text or script.","OLO.7-8.TF.5","CCSS.ELA-Literacy.RL.8.7","","","","","","","","","","","",""
"b6b6cd29-e27b-424d-8be9-18814a3eb0f7","Analyze the extent to which a live staged production of a story or drama departs from the text or script.","OLO.7-8.TF.6","CCSS.ELA-Literacy.RL.8.7","","","","","","","","","","","",""
"2cac6585-5b76-4d2b-b1be-0ad581a372ff","Evaluate the choices made by the director or actors as they realize or depart from the purpose of the author in a story or drama.","OLO.7-8.TF.7","CCSS.ELA-Literacy.RL.8.7","","","","","","","","","","","",""
"82e0e86f-ddba-4219-bd61-c6f2356fc5ca","Interpret information in different media and formats.","OLO.7-8.TF.8","CCSS.ELA-Literacy.RI.7.7","","","","","","","","","","","",""
"bc92c97d-9c95-4798-a9f7-40146ce6891f","Compare and contrast versions of a text in different media.","OLO.7-8.TF.9","CCSS.ELA-Literacy.RI.7.7","","","","","","","","","","","",""
"79d143e7-c4d5-457b-b73a-c3977b8a62b7","Text Features: Analyze visual information and multmedia. ","OLO.9-10.TF","CCSS.ELA-Literacy.RL.9-10.7","","","","","","","","","","","",""
"a183e6c1-96aa-4db9-9404-14ba3f11e25b","Identify the different artistic mediums used to represent key literary elements of a text.","OLO.9-10.TF.1","CCSS.ELA-Literacy.RL.9-10.7","","","","","","","","","","","",""
"3da4fc73-d7de-4c23-9bbb-32dd18f7ec35","Compare and contrast the representation of key literary elements in two or more different mediums.","OLO.9-10.TF.2","CCSS.ELA-Literacy.RL.9-10.7","","","","","","","","","","","",""
"204a1fd5-5583-4c83-8b02-6289da850154","Analyze which literary elements are emphasized or exlcluded by the different representations of them.","OLO.9-10.TF.3","CCSS.ELA-Literacy.RL.9-10.7","","","","","","","","","","","",""
"0b92f71b-ed82-453a-beb0-721011ca8d62","Compare and contrast various accounts of a subject told in different mediums.","OLO.9-10.TF.4","CCSS.ELA-Literacy.RI.9-10.7","","","","","","","","","","","",""
"8ff3c313-dcdc-46c4-a786-fb58f80f9809","Evaluate the effectiveness of using different mediums to present a subject.","OLO.9-10.TF.5","CCSS.ELA-Literacy.RI.9-10.7","","","","","","","","","","","",""
"15657cc0-7d10-4e25-a4ad-33499ec348b2","Determine which details about a subject are emphasized by accounts in different mediums.","OLO.9-10.TF.6","CCSS.ELA-Literacy.RI.9-10.7","","","","","","","","","","","",""
"02444e6c-0733-4424-b474-929919a40feb","Aid comprehension by including text formatting.","OLO.9-10.TF.7","CCSS.ELA-Literacy.W.9-10.2a","","","","","","","","","","","",""
"b5884360-257d-48fc-9c56-b70eefd08ecd","Aid comprehension by including graphics and multimedia.","OLO.9-10.TF.8","CCSS.ELA-Literacy.W.9-10.2a","","","","","","","","","","","",""
"e2cc9831-c783-41cd-8cb8-4efb5fe5025c","Text Features: Identify images and illustrations.","OLO.K.TF","CCSS.ELA-Literacy.RL.K.6","","","","","","","","","","","",""
"00dd560f-0eea-4be6-b536-b0c4cbc8d885","Recognize various types of images (e.g., photograph, drawing, sketch) in a literary text.","OLO.K.TF.1","CCSS.ELA-Literacy.RL.K.6","","","","","","","","","","","",""
"89adefa6-46c7-4b65-8848-e8a69025f98b","Draw a picture that conveys an opinion.","OLO.K.TF.10","CCSS.ELA-Literacy.W.K.1","","","","","","","","","","","",""
"edc92f8d-605b-4fcd-af10-135a122c1b45","Draw a picture that conveys information.","OLO.K.TF.11","CCSS.ELA-Literacy.W.K.2","","","","","","","","","","","",""
"3fe0031b-bfd9-463e-9222-976ce6fea3c6","Draw a picture that tells a story.","OLO.K.TF.12","CCSS.ELA-Literacy.W.K.3","","","","","","","","","","","",""
"826fd371-8aa7-460b-bdc8-be88d389205f","With prompting and support, identify the relationship between the text and the illustrations.","OLO.K.TF.2","CCSS.ELA-Literacy.RL.K.7","","","","","","","","","","","",""
"b192feef-7fce-4727-83fc-9422742f6759","With prompting and support describe the relationship between the text and the illustrations.","OLO.K.TF.3","CCSS.ELA-Literacy.RL.K.7","","","","","","","","","","","",""
"00f361b9-be89-49fe-974a-e0aa479da197","Identify which moment that an illustration shows in the text of a story.","OLO.K.TF.4","CCSS.ELA-Literacy.RL.K.7","","","","","","","","","","","",""
"ce509c85-eca3-4d18-8c4e-a5d3c59e4228","Identify the front and back cover of a book.","OLO.K.TF.5","CCSS.ELA-Literacy.RI.K.5","","","","","","","","","","","",""
"f0f0d83c-ae66-4b66-8aae-06326f33db18","Identify the title page of a book.","OLO.K.TF.6","CCSS.ELA-Literacy.RI.K.5","","","","","","","","","","","",""
